Smiles	Type
CN(CC1=CN=C(Cl)C=C1)C(\C)=N\C#N	not_ligand
CC(C)(C)C(=O)CCl	not_ligand
O=C(NC1=CC=CC=C1SSC1=C(NC(=O)C2=CC=CC=C2)C=CC=C1)C1=CC=CC=C1	not_ligand
CCOC(=O)C1=NN(C2=C(Cl)C=C(Cl)C=C2)C(C)(C1)C(=O)OCC	not_ligand
N(C1=CC=CC=C1)C1=CC=C2C=CC=CC2=C1	not_ligand
[Na+].CCCCC1=NC2=C(N=CC=C2)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=N[N-]1	ligand
CCCOC(=O)C1=CC=C(N=C1)C(=O)OCCC	not_ligand
CCCCOC(=O)C1=CC=CC=C1	not_ligand
CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl	not_ligand
ClCC(CCl)OP(=O)(OC(CCl)CCl)OC(CCl)CCl	not_ligand
O=C1C=CC(=O)N1C1=CC=C(CC2=CC=C(C=C2)N2C(=O)C=CC2=O)C=C1	not_ligand
CCCCCCC1=C(O)C=C(O)C=C1	not_ligand
CC1=CC2=C(NN=N2)C=C1	not_ligand
CCCCCCCC1CCCC1=O	not_ligand
CN(C)C(=S)SSC(=S)N(C)C	not_ligand
[Zn++].CN(C)C([S-])=S.CN(C)C([S-])=S	not_ligand
[O-][N+](=O)\N=C1/NCCN1CC1=CN=C(Cl)C=C1	not_ligand
CC\C(=C/C(=N\O)/C(N)=O)C(C)[N+]([O-])=O	not_ligand
OC(=O)CN(CC(O)=O)CC(O)=O	not_ligand
NC(=O)N(O)[C@@H]1COC2=C1C=CC(OCC1=CC=CC=C1)=C2	not_ligand
CCCCN(CCCC)C(=S)S[Ni]SC(=S)N(CCCC)CCCC	not_ligand
COC1=C(OC)C(=CC=C1)[C@H](O)C1CCN(CCC2=CC=C(F)C=C2)CC1	not_ligand
CS(O)(=O)=O.CC(C)(C)C1=CC(\C=C2/SC(=N)NC2=O)=CC(=C1O)C(C)(C)C	not_ligand
CC(C)NC1=NC(NC(C)C)=NC(Cl)=N1	not_ligand
S(C1=CC=CC=C1)C1=CC=CC=C1	not_ligand
FC(F)(F)OC1=CC=C(NC(=O)NN=C(CC2=CC=C(C=C2)C#N)C2=CC=CC(=C2)C(F)(F)F)C=C1	not_ligand
CC(=O)NC1=CC=C(C=C1)C(=O)CCl	not_ligand
[Na+].CN(C)C1=CC=C(C=C1)N=NS([O-])(=O)=O	not_ligand
OCCS(O)(=O)=O.OCCS(O)(=O)=O.NC(=N)C1=CC=C(OCCCCCOC2=CC=C(C=C2)C(N)=N)C=C1	not_ligand
CC(C)(C)CC(C)(C)C1=CC=C(O)C=C1	not_ligand
CC(C)COC(=O)CCCCC(=O)OCC(C)C	not_ligand
CCOC(=O)\C=C/C(=O)OCC	not_ligand
CS(=O)(=O)C1=C(C=CC(=C1)C(F)(F)F)C(=O)C1=C(ON=C1)C1CC1	not_ligand
CCCCOCCOCCOC(=O)CCCCC(=O)OCCOCCOCCCC	not_ligand
CCCCCCC(O)CCCCCCCCCCC(=O)OC	not_ligand
O.C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCNC(N)=N)NS(=O)(=O)C1=CC=CC2=C1NC[C@H](C)C2	not_ligand
NCCO	ligand
CON=C(C(=O)OC)C1=C(CON=C(C)C2=CC(=CC=C2)C(F)(F)F)C=CC=C1	not_ligand
COP(=O)(OC)O\C(C)=C\C(=O)N(C)C	not_ligand
NC1=CC=CC(N)=N1	not_ligand
CCCCC(CC)COC(=O)\C=C/C(=O)OCC(CC)CCCC	not_ligand
CC(C)N(C(=O)COC1=NN=C(S1)C(F)(F)F)C1=CC=C(F)C=C1	not_ligand
CCCCCC(O)=O	not_ligand
CCCCCCCCCCCCOC(=O)C(C)=C	not_ligand
[Na+].COCC1=C(C2=CC=C(F)C=C2)C(\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)=C(N=C1C(C)C)C(C)C	not_ligand
ClC12C(=O)C3(Cl)C4(Cl)C1(Cl)C1(Cl)C2(Cl)C3(Cl)C4(Cl)C1(Cl)Cl	not_ligand
[Na+].COC(=O)C1=C(C=C(I)C=C1)S(=O)(=O)[N-]C(=O)NC1=NC(OC)=NC(C)=N1	not_ligand
CC(C)OP(C)(=O)OC(C)C	not_ligand
CC1=CC(C)=NC(NC(=O)NS(=O)(=O)C2=C(C=CC=C2)C(=O)OC2COC2)=N1	not_ligand
CCOC1=NC(F)=CC2=NC(=NN12)S(=O)(=O)NC1=C(Cl)C=CC=C1Cl	not_ligand
OC(=O)C1C2CCC(O2)C1C(O)=O	not_ligand
COC1=C(CN[C@H]2CCCN[C@H]2C2=CC=CC=C2)C=C(OC(F)(F)F)C=C1	not_ligand
CC1=CC2=C(OC(CN(CC3=CC=CC=C3)C(=O)NC3=C(F)C=C(F)C=C3F)=C2C2=CC=C(Cl)C=C2)C=C1	not_ligand
CCCC[Sn](Cl)(CCCC)CCCC	not_ligand
CCOC1=NC(F)=CC2=NC(=NN12)S(=O)(=O)NC1=C(C=CC=C1Cl)C(=O)OC	not_ligand
Cl.CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1	not_ligand
[Ca++].O[C@H](C[C@H](O)\C=C\C1=C(C2=CC=C(F)C=C2)C2=C(C=CC=C2)N=C1C1CC1)CC([O-])=O.O[C@H](C[C@H](O)\C=C\C1=C(C2=CC=C(F)C=C2)C2=C(C=CC=C2)N=C1C1CC1)CC([O-])=O	not_ligand
OC1=CC=C(C=C1)C(C1=CC=C(O)C=C1)(C(F)(F)F)C(F)(F)F	not_ligand
OC1=CC=CC2=CC=CN=C12	not_ligand
CCC(C)(C)C(=O)OC1=C(C(=O)OC11CCCCC1)C1=CC(Cl)=CC(Cl)=C1	not_ligand
N1C2=C(C=CC=C2)N=C1C1=CSC=N1	not_ligand
Cl.ClC1=CC2=C(CN3CCCCCC3=N2)C(Cl)=C1	not_ligand
SC1=NC2=C(S1)C=CC=C2	not_ligand
CCCCCC1=CC=C(O)C=C1	not_ligand
CC(C)(C)C1=CSC(=N1)C1=CC2=C(O1)C=CC(OCC1=CC=CC=C1CC(O)=O)=C2	not_ligand
CCCCC(CC)C(O)=O	not_ligand
COC1=C(NNC(=O)OC(C)C)C=C(C=C1)C1=CC=CC=C1	not_ligand
CCC(=NOC\C=C\Cl)C1=C(O)CC(CC1=O)C1CCOCC1	not_ligand
NC1=CC=C(C=C1)C(O)=O	not_ligand
COC1=CC=CC(O)=C1	not_ligand
CN(C)C(=O)NC1=CC=C(Cl)C=C1	not_ligand
[Na+].CCCCCCCCCCCCOS([O-])(=O)=O	not_ligand
COC1=CC=C(C=C1)N1N=C(C=C1C1=CC=C(C=C1)S(C)=O)C(F)F	not_ligand
CCN(CC)C(=O)C(C)OC1=C2C=CC=CC2=CC=C1	not_ligand
[Na+].[O-]C(=O)CC1=C(NC2=C(Cl)C=CC=C2Cl)C=CC=C1	not_ligand
IC1=C(C=CC=C1)C(=O)NC1=CC=CC=C1	not_ligand
CCOC1=C(C=CC(=C1)C(C)(C)C)C1COC(=N1)C1=C(F)C=CC=C1F	not_ligand
CN1COCN(CC2=CN=C(Cl)S2)C1=N[N+]([O-])=O	not_ligand
NC1=NC2=C(NC=N2)C(=S)N1	not_ligand
OC(=O)\C=C/C(O)=O.CN(CCOC1=CC=C(CC2SC(=O)NC2=O)C=C1)C1=CC=CC=N1	not_ligand
CCN(CC)CCNC1=C2C(=O)C3=C(SC2=C(CNC=O)C=C1)C=CC(OC)=C3	not_ligand
CCC(C)(NC(=O)C1=CC(Cl)=C(C)C(Cl)=C1)C(=O)CCl	not_ligand
[Cl-].C(C1=CC=CC=C1)[N+]1=C2C=CC=CC2=CC=C1	not_ligand
CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C	not_ligand
CC1(C)CC2=C(O1)C(O)=CC=C2	not_ligand
CNC(=O)OC1=CC=CC2=C1OC(C)(C)C2	not_ligand
CC(C)CC1=CC=C(C=C1)C(C)C(O)=O	not_ligand
OCCC1=CC=C(NC2=CC=C(O)C3=C2C(=O)C2=C(C=CC(O)=C2C3=O)[N+]([O-])=O)C=C1	not_ligand
O[C@@H]1[C@@H](CC2=CC=C(C=C2)C2=CC=CC=C2)COC2=C1C=CC(=C2)C1(CCCC1)C(O)=O	not_ligand
CCCN(CCC)C1=C(C=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O	not_ligand
CS(O)(=O)=O.CC(C)C1=CC=C(C=C1S(C)(=O)=O)C(=O)N=C(N)N	not_ligand
CN(C)NC(=O)CCC(O)=O	not_ligand
CCC1=CC=CC(CC)=C1N(COC)C(=O)CCl	not_ligand
COC1=NC(NC(C)C)=NC(NC(C)C)=N1	not_ligand
COC1=CC=CC(C(=O)NN(C(=O)C2=CC(C)=CC(C)=C2)C(C)(C)C)=C1C	not_ligand
CSC1=N[C@](C)(C(=O)N1NC1=CC=CC=C1)C1=CC=CC=C1	not_ligand
CS(=O)(=O)C1=CC=C(C=C1)C1=C(C(=O)OC1)C1=CC=CC=C1	not_ligand
CC1=C(C2=C(C=CC=C2)N1CCCCC(O)=O)C1=CN=CC=C1	not_ligand
CCOC(=O)CC(SP(=O)(OC)OC)C(=O)OCC	not_ligand
COC[C@H](C)N(C(=O)CCl)C1=C(C)SC=C1C	not_ligand
CCOC(=O)C1=NOC(C1)(C1=CC=CC=C1)C1=CC=CC=C1	not_ligand
CCCCCC=CC=CC=C	not_ligand
[Na+].[Na+].[O-]C(=O)C1=C(C=CC=C1)C1=C2C=C(I)C(=O)C(I)=C2OC2=C(I)C([O-])=C(I)C=C12	not_ligand
CSC(C)(C)C=NO	not_ligand
OP(O)(=O)CCCl	not_ligand
CNC(=O)ON=C(C)SC	not_ligand
OC1=C(Br)C=C(C=C1Br)C#N	not_ligand
CC1=CC=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)(F)F	not_ligand
NC1=C(Cl)C(=O)N(N=C1)C1=CC=CC=C1	not_ligand
OC(=O)C1=C(Cl)C=CC(Cl)=N1	not_ligand
CCC1=CC=CC(C)=C1N(C(C)COC)C(=O)CS(O)(=O)=O	not_ligand
O[C@@H]1[C@@H](COC2=CC(O)=CC=C12)N1CCC(O)(CC1)C1=CC=C(F)C=C1	not_ligand
C[C@]12CC[C@H]3[C@@H](CCC4=CC5=C(C[C@]34C)C=NO5)[C@@H]1CC[C@@]2(O)C#C	not_ligand
COC1=CC(OC)=NC(NC(=O)NS(=O)(=O)C2=C(C=CC(NC=O)=C2)C(=O)N(C)C)=N1	not_ligand
COP(N)(=S)OC	not_ligand
CCCCNC1=CC=C(NCCCC)C2=C1C(=O)C1=C(C=CC=C1)C2=O	not_ligand
COC(=O)N(C(=O)N1CO[C@]2(CC3=C(C=CC(Cl)=C3)C2=N1)C(=O)OC)C1=CC=C(OC(F)(F)F)C=C1	not_ligand
CC1=C(C2=C(O1)C(NC(=O)C1=C(Cl)C=CC=C1Cl)=CC=C2)C(C)(C)O	not_ligand
NC1=C2C(=O)C3=C(C=CC=C3)C(=O)C2=C(O)C=C1OC1=CC=CC=C1	not_ligand
NC1=C(C=C(C=C1)[N+]([O-])=O)C#N	not_ligand
COC1=CC2=C(C=C1)N=C(N)S2	not_ligand
CON(C(=O)OC)C1=C(COC2=NN(C=C2)C2=CC=C(Cl)C=C2)C=CC=C1	not_ligand
CC(C)(COCC1CO1)COCC1CO1	not_ligand
OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	not_ligand
CCN(CC)C1=CC=C(C=O)C(O)=C1	not_ligand
CC[C@H](C)[C@H](N1SC2=CC=CC=C2C1=O)C(O)=O	not_ligand
CCCCNC(=O)N1C(NC(=O)OC)=NC2=C1C=CC=C2	not_ligand
OC(CN1NC=NC1=S)(CC1=C(Cl)C=CC=C1)C1(Cl)CC1	not_ligand
NC(=O)N(O)[C@H]1C[C@@H](OC2=CC=CC(OC3=CC=C(F)C=C3)=C2)C=C1	not_ligand
Cl.CCN1CCC2(COC3=C2C=C2N(CCC2=C3)C(=O)C2=CC=C(C=C2)C2=CC=C(C=C2C)C2=NN=C(C)O2)CC1	not_ligand
CCCCCCCCC1=CC=C(O)C=C1	not_ligand
[Na+].CCCOC1=NN(C(=O)[N-]S(=O)(=O)C2=C(C=CC=C2)C(=O)OC)C(=O)N1C	not_ligand
Cl.CN(C)C(=O)NC1(CCN(CC[C@]2(CN(CCO2)C(=O)C2=CC=CC=C2)C2=CC(F)=C(F)C=C2)CC1)C1=CC=CC=C1	not_ligand
CCCCC(CC)C(=O)OCCOCCOCCOCCOC(=O)C(CC)CCCC	not_ligand
[O-][N+](=O)C1=CC=C(OC2=C(Cl)C=C(Cl)C=C2)C=C1	not_ligand
CCCCCCCCOC1=CC(O)=C(C=C1)C(=O)C1=CC=CC=C1	not_ligand
CC(=O)C1=CC2=C(OC(C)(C)[C@H](O)[C@H]2NC(=O)C2=CC=C(F)C=C2)C=C1	not_ligand
CCCCOCNC(=O)C=C	not_ligand
COC(=O)C1=C(Cl)C(Cl)=C(C(=O)OC)C(Cl)=C1Cl	not_ligand
CCCCN(CC)C1=C(C=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O	not_ligand
O[C@H]([C@H](CC1=CC=CC=C1)NC(=O)C1=CC2=CC(Cl)=CC=C2N1)C(=O)N1C[C@H](O)[C@H](O)C1	not_ligand
CC1=CC(C)=C(O)C(=C1)C(C)(C)C	not_ligand
CC(C)=CCC\C(C)=C\CCC(=C)C=C	not_ligand
ClC1=CC=C(C=C1)C1=C(NC(=O)C2=C(Cl)N=CC=C2)C=CC=C1	not_ligand
CCOC(=O)COC1=CC(N2N=CC(=C(C)C2=O)C(F)(F)F)=C(F)C=C1Cl	not_ligand
ClC(=O)OC1=CC=CC=C1	not_ligand
NC(=O)CN1C(=O)C=C(CCN2CCN(CC2)C2=NC=CC3=C2C=CS3)C2=C1C=C(F)C=C2	not_ligand
CC(=O)\C=C\C1=CC=CC=C1	not_ligand
ClC1=C(Cl)C(C#N)=C(Cl)C(C#N)=C1Cl	not_ligand
CCCN(CCC)C1=C(C=C(C=C1[N+]([O-])=O)S(N)(=O)=O)[N+]([O-])=O	not_ligand
CCNC1=NC(NC(C)C)=NC(Cl)=N1	not_ligand
COC1=C(Cl)C=CC(Cl)=C1C(O)=O	not_ligand
NC1=C(Cl)C(Cl)=NC(C(O)=O)=C1Cl	not_ligand
CC(C)N(C(=O)CCl)C1=CC=CC=C1	not_ligand
CCOC(=O)CN[C@H](C1CCCCC1)C(=O)N1CC[C@H]1C(=O)NCC1=CC=C(C=C1)C(\N)=N\O	not_ligand
C1=CC2=C3C=CC=C4C=CC5=CC=CC(=C2C=C1)C5=C34	not_ligand
CCCSC(=O)N(CCC)CCC	not_ligand
ClC1=CC=CC(=N1)C(Cl)(Cl)Cl	not_ligand
C1=CC2=C(C=C1)C1=C3C2=CC2=C4C(C=CC(C=C1)=C34)=CC=C2	not_ligand
[Na+].[Na+].[Na+].[O-]C(=O)C1=C(\N=N\C2=CC=C(C=C2)S([O-])(=O)=O)C(=O)N(N1)C1=CC=C(C=C1)S([O-])(=O)=O	not_ligand
CNCC1=CC=C(NC(=O)C2=CNC3=C2C(=O)CCC3)C=C1	not_ligand
CC(C)(C)C1=CC(O)=CC=C1O	not_ligand
BrCC(Br)COC(=O)C=C	not_ligand
CC(C)OC1=CC(N2N=C(OC2=O)C(C)(C)C)=C(Cl)C=C1Cl	not_ligand
CC1=C(CCOC2=CC=C(C[C@H](NC3=C(C=CC=C3)C(=O)C3=CC=CC=C3)C(O)=O)C=C2)N=C(O1)C1=CC=CC=C1	not_ligand
COCC1=NN=C(N1C1=C(Cl)C(Cl)=CC2=C1NC(=O)C(=O)N2)C1=C[N+]([O-])=CC=C1	not_ligand
Cl.CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C2=C(O1)C=CC=C2	not_ligand
CN(C)C(=O)NC1=CC=C(OC2=CC=C(Cl)C=C2)C=C1	not_ligand
CCCCCCCC1=CC=C(O)C=C1	not_ligand
[Na+].COC1=CC(OC)=NC(NC(=O)[N-]S(=O)(=O)C2=NC=CC=C2OCC(F)(F)F)=N1	not_ligand
CCC1=NN(C2CCCCC2)C2=C1C=CC(=C2)[C@]1(CC[C@@H](CC1)C(O)=O)C#N	not_ligand
CC1=CC=C(C=C1)S(=O)(=O)C(I)I	not_ligand
CCSC(=O)N(CC(C)C)CC(C)C	not_ligand
NC(=O)C1=C(Cl)C=CC=C1Cl	not_ligand
Cl.CC1=CC2=C(C=C1C(F)(F)F)N(CC2)C(=O)NC1=CC=C(OC2=CC=CN=C2C)N=C1	not_ligand
Cl.Cl.COC1=CC(=CC=C1N)C1=CC=C(N)C(OC)=C1	not_ligand
CNC(=O)OC1=CC(C)=C(SC)C(C)=C1	not_ligand
CS([O-])(=O)=O.CN(C[C@@H](CC[N+]12CCC(CC1)(CC2)C1CCCCC1)C1=CC(Cl)=C(Cl)C=C1)C(=O)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F	not_ligand
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI	not_ligand
ClC1=CC=C(C=C1)C1=CC=CC=C1	not_ligand
Cl.CN(C)[C@H]1[C@@H]2[C@@H](O)[C@H]3C(=C(O)[C@]2(O)C(=O)C(C(N)=O)=C1O)C(=O)C1=C(C=CC=C1O)[C@@]3(C)O	not_ligand
OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	not_ligand
C1=CC2=C(C=C1)C1=CC3=C(C=CC=C3)C3=C1C2=CC=C3	not_ligand
C1=CC2=C(C=C1)C1=C3C2=CC=CC3=CC=C1	not_ligand
CC(C)[C@]1(CCC2=CC=C(N)C=C2)CC(O)=C(SC2=CC(C)=C(CO)C=C2C(C)(C)C)C(=O)O1	not_ligand
COC(=O)C1=C(C=C(CNS(C)(=O)=O)C=C1)S(=O)(=O)NC(=O)NC1=NC(OC)=CC(OC)=N1	not_ligand
C1=CC2=C3C1=CC=CC3=CC=C2	not_ligand
CCOP(=S)(OC1=CC=C(C=C1)[N+]([O-])=O)C1=CC=CC=C1	not_ligand
CC(C)(O)C1=COC(=C1)S(=O)(=O)NC(=O)NC1=C2CCCC2=CC2=C1CCC2	not_ligand
CSC1=NN=C(C(=O)N1N)C(C)(C)C	not_ligand
CN\C(NCC1=CN=C(Cl)S1)=N/[N+]([O-])=O	not_ligand
Cl.Cl.ClC1=CC=C(NC2=C3C=CC=CC3=C(CC3=CC=NC=C3)N=N2)C=C1	not_ligand
COC1=CC(OC)=NC(NC(=O)NS(=O)(=O)NC2=C(C=CC=C2)C(=O)N(C)C)=N1	not_ligand
CC(=C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	not_ligand
CC(C)(O)C1=CC=C(CNC(=O)C2=CC=CN=C2OC2=CC=C(F)C=C2)C=C1	not_ligand
CCCOC1=C(C=C(C=C1)S(=O)(=O)N1CCN(CC)CC1)C1=NC2=C(CC)N(CC3=CC=CC=N3)N=C2C(=O)N1	not_ligand
CCCC[Sn](CCCC)(CCCC)OC(=O)C(C)=C	not_ligand
N#CSCSC1=NC2=CC=CC=C2S1	not_ligand
CN(C)C(=O)NC1=CC=CC(=C1)C(F)(F)F	not_ligand
CCNC1=NC(NC(C)(C)C#N)=NC(Cl)=N1	not_ligand
[Na+].COC1=CC=C(C=C1)C(=O)C(\Br)=C/C([O-])=O	not_ligand
ClC1=NC(Cl)=C(Cl)C(Cl)=C1Cl	not_ligand
COC1=CN=C(OC)N2N=C(NS(=O)(=O)C3=C(C=CC=C3OCC(F)F)C(F)(F)F)N=C12	not_ligand
OCC(CO)N1C=NC(=C1C1=CC=NC(OC2=CC=CC=C2)=N1)C1=CC=C(F)C=C1	not_ligand
CCCCCCCCCCCCCCCCCC(=O)OCC(CC)CCCC	not_ligand
CCOC1=NC2=C(NC=C(C(=O)NCC3=CC=CC=C3)C2=O)C=C1	not_ligand
[K+].CCC1=CC(=CC2=C1OCO2)C1=C(N(C2=CC=CC=C2C(F)(F)F)S(=O)(=O)C2=C1C=CC=C2)C([O-])=O	not_ligand
CCSC(=O)N1CCCCCC1	not_ligand
OC(=O)C(F)(F)F.COC1=CC(C2=C(CCC3CCCCC3)SC(NC(=O)C3=CC4=CC(C)=CC(C)=C4N3CC(O)=O)=N2)=C(OC)C=C1Cl	not_ligand
CCOP(=O)(NC(C)C)OC1=CC=C(SC)C(C)=C1	not_ligand
CC1(C)CC(O)CC(C)(C)N1[O]	not_ligand
NC1=CC=CC2=C(N)C=CC=C12	not_ligand
CC(=C)[C@H]1CC=C(C)C(=O)C1	not_ligand
CNC(=O)OC1=CC=CC2=C1OC(C)(C)O2	not_ligand
O=C(OCCCCCCOC(=O)C1=CC=CC=C1)C1=CC=CC=C1	not_ligand
CC(C)=CC1C(C(=O)OC2CC(=O)C(CC#C)=C2C)C1(C)C	not_ligand
CC(C)N(C(C)C)C(=O)SCC(Cl)=C(Cl)Cl	not_ligand
ONC(=O)C1(CCOCC1)NS(=O)(=O)C1=CC=C(OC2=CC=C(F)C=C2)C=C1	not_ligand
CCOP(=S)(OCC)SCN1C(=O)OC2=CC(Cl)=CC=C12	not_ligand
CN(C)C(=O)OC1=C(C)C(C)=NC(=N1)N(C)C	not_ligand
CC(C)(C)C1=CC=C(OC2CCCCC2OS(=O)OCC#C)C=C1	not_ligand
CC(C)(C)C1=CC(CCC(=O)NCCCCCCNC(=O)CCC2=CC(=C(O)C(=C2)C(C)(C)C)C(C)(C)C)=CC(=C1O)C(C)(C)C	not_ligand
CNC(=O)ON=C(SC)C(=O)N(C)C	not_ligand
CCCCOCN(C(=O)CCl)C1=C(CC)C=CC=C1CC	not_ligand
OC1=CC2=C(C=C1)C1(OC(=O)C3=C1C=CC=C3)C1=C(O2)C=C(O)C=C1	not_ligand
Cl.CNC(=O)OC1=CC=CC(=C1)N=CN(C)C	not_ligand
COC(=O)NC(=S)NC1=C(NC(=S)NC(=O)OC)C=CC=C1	not_ligand
ClC1=C(C=CC=C1)C(N1C=CN=C1)(C1=CC=CC=C1)C1=CC=CC=C1	not_ligand
CC=CC(=O)C1=C(C)C=CCC1(C)C	not_ligand
CCO[Si](CCCNC(N)=O)(OCC)OCC	not_ligand
ClC12C3(Cl)C4(Cl)C5(Cl)C(Cl)(C1(Cl)C4(Cl)Cl)C2(Cl)C(Cl)(Cl)C35Cl	not_ligand
FC(F)(F)C1=CN=C(CNC(=O)C2=C(Cl)C=CC=C2Cl)C(Cl)=C1	not_ligand
[Na+].[Na+].C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP([O-])([O-])=O	not_ligand
CC(C)(NC(=O)C1=CC(Cl)=CC(Cl)=C1)C#C	not_ligand
CC1=CC(=C(O)C=C1)C(C)(C)C	not_ligand
CC1=CC=C(C)C(O)=C1C	not_ligand
ClC(Cl)C(Cl)(Cl)SN1C(=O)C2CC=CCC2C1=O	not_ligand
CCCCCCCCC(CO)CCCCCC	not_ligand
[Cl-].C[N+]1(C)CCCCC1	not_ligand
CCCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCCC	not_ligand
OC1CCC(CC1)C1CCCCC1	not_ligand
CCCCCCCCCCCC#N	not_ligand
CC1=CC2=NC3=C(SC(=O)S3)N=C2C=C1	not_ligand
CCC1=CC(C)=CC(CC)=C1C1=C(OC(=O)C(C)(C)C)N2CCOCCN2C1=O	not_ligand
CC1=CC(N2N=C3C=CC=CC3=N2)=C(O)C=C1	not_ligand
CCCCCCCCC(=O)NCC1=CC(OC)=C(O)C=C1	not_ligand
O=C1N(CC2CO2)C(=O)N(CC2CO2)C(=O)N1CC1CO1	not_ligand
CC(C)C1=CC=CC(C(C)C)=C1N	not_ligand
CCCCCCCCCCCCCN1CC(C)OC(C)C1	not_ligand
COC(OC)(C(=O)C1=CC=CC=C1)C1=CC=CC=C1	not_ligand
CCO[Si](CCCN=O)(OCC)OCC	not_ligand
CCN(CC)C1=CC=C(C=C1)\N=N\C1=CC=CC=C1	not_ligand
[Na+].[S-]C1=NC2=CC=CC=C2S1	not_ligand
CS(O)(=O)=O.CC1=NC=CN1C1=CC=C(SC2=CC=CC(=C2)C2(CCOCC2)C(N)=O)C=C1	not_ligand
CCOP(=S)(OCC)SCCS(=O)(=O)CC	not_ligand
CC(C)N1C(=O)C2=C(NS1(=O)=O)C=CC=C2	not_ligand
CCCCC\C=C\C=C\C=O	not_ligand
BrC1=NC2=C(S1)C=CC=C2	not_ligand
OC(=O)C1=C(C=CC=C1)C(=O)OCC1=CC=CC=C1	not_ligand
CCOP(=S)(NC(C)C)OC1=CC=CC=C1C(=O)OC(C)C	not_ligand
FC1=CC=C(CC2CCN(CCS(=O)C3=CC=C4NC(=O)OC4=C3)CC2)C=C1	not_ligand
CCCCCCCCCCC=CC1CC(=O)OC1=O	not_ligand
C1CCC(CC1)SSC1CCCCC1	not_ligand
CCCCCC1=CCCC1=O	not_ligand
Cl.CCCOC(=O)NCCCN(C)C	not_ligand
CCOP(=S)(OCC)SCS(=O)(=O)CC	not_ligand
CCOC1=NC(=NS1)C(Cl)(Cl)Cl	not_ligand
[Na+].[Na+].COC1=C(C=C(C)C(=C1)S([O-])(=O)=O)\N=N\C1=C2C=CC(=CC2=CC=C1O)S([O-])(=O)=O	not_ligand
CCOC(=O)C(SP(=S)(OC)OC)C1=CC=CC=C1	not_ligand
CC(C)=CC1C(C(=O)OCC2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C	not_ligand
CCCCC(CC)COC(=O)C1=C(Br)C(Br)=C(Br)C(Br)=C1C(=O)OCC(CC)CCCC	not_ligand
CCCCCCCCCC[N+](C)(C)[O-]	not_ligand
CN1SC(Cl)=CC1=O	not_ligand
CC[C@@H]1C[C@H](N(CC2=CC(=CC(=C2)C(F)(F)F)C(F)(F)F)C(C)=O)C2=C(C=CC(=C2)C(F)(F)F)N1C(=O)OC(C)C	not_ligand
CCOC1OC2=C(C=C(OS(C)(=O)=O)C=C2)C1(C)C	not_ligand
OC12N=C(SC1CC1=CC(Cl)=CC=C21)C1=CC=CC=C1	not_ligand
O=C1NSC2=C1C=CC=C2	not_ligand
CC1=CC=C(C=C1)S(O)(=O)=O.CCN(C(C)C)C(=O)C1=CC(OC[C@H](C)NC2=CC=NC=C2)=CC(C)=C1	not_ligand
CCOP(=S)(OCC)SCN1N=NC2=CC=CC=C2C1=O	not_ligand
CN(C)C(=O)NC1(CCN(CCC[C@]2(CCCN(C2)C(=O)C2=CC=CC=C2)C2=CC(Cl)=C(Cl)C=C2)CC1)C1=CC=CC=C1	not_ligand
CCCCCCCCN1SC=CC1=O	not_ligand
[Na+].[O-]S(=O)(=O)C1=CC=CC2=C1C=CC(=[N+]=[N-])C2=O	not_ligand
[Na+].[N-]=[N+]=[N-]	not_ligand
COC1=CC(Cl)=C(OC)C=C1Cl	not_ligand
CC1=C(N)C(N)=CC=C1	not_ligand
CCCCCCCCCCCCN1CCCC1=O	not_ligand
CC(COCC(C)OC(=O)C1=CC=CC=C1)OC(=O)C1=CC=CC=C1	not_ligand
O1C=CC2=C1C=CC=C2	not_ligand
CCCCC(CC)CO[N+]([O-])=O	not_ligand
CNC1=C(Cl)C(=O)N(N=C1)C1=CC=CC(=C1)C(F)(F)F	not_ligand
