Chemical name	Smiles	Type
	CC(C)C1CCC(CC2=CC=C(Cl)C=C2)C1(O)CN1C=NC=N1	ligand
	CC1=CC(=C(C)C=C1O)C1(OS(=O)(=O)C2=C1C=CC=C2)C1=C(C)C=C(O)C(C)=C1	not_ligand
	OC(C(O)C(O)=O)C(O)=O.OC(C(O)C(O)=O)C(O)=O.CCC1=C[C@@H]2C[N@](C1)CC1=C(NC3=C1C=CC=C3)[C@@](C2)(C(=O)OC)C1=CC2=C(C=C1OC)N(C)[C@@H]1[C@]22CCN3CC=C[C@](CC)([C@@H]23)[C@@H](OC(C)=O)[C@]1(O)C(=O)OC	not_ligand
	CCC1(C(=O)NCNC1=O)C1=CC=CC=C1	not_ligand
	[Na+].COC1=CC(OC)=NC(OC2=CC=CC(OC3=NC(OC)=CC(OC)=N3)=C2C([O-])=O)=N1	not_ligand
	[Br-].CC[N+]1(C)CCCC(C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1	not_ligand
	Cl.CN1CCCN=C1COC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1	not_ligand
	[Br-].C[N+]1(CCC(C(N)=O)(C2=CC=CC=C2)C2=CC=CC=C2)CCCCC1	not_ligand
	[Cl-].CCCC[N+]1=CC=CC(C)=C1	not_ligand
	CC(CC(C#N)(C1=CC=CC=C1)C1=CC=CC=C1)N(C)C	not_ligand
	CCC1(CCC(=O)NC1=O)C1=CC=C(N)C=C1	not_ligand
	OS(=O)(=O)CCS(O)(=O)=O.CCN(CC)CCOC(=O)C1(CCCC1)C1=CC=CC=C1.CCN(CC)CCOC(=O)C1(CCCC1)C1=CC=CC=C1	not_ligand
	CC(CCC(O)=O)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1	not_ligand
	CC1=C2C(=O)C3=C(C(O)=C(O)C([C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)=C3O)C(=O)C2=CC(O)=C1C(O)=O	not_ligand
	CC1(C)N(Cl)C(=O)N(Br)C1=O	not_ligand
	COC1=CC(OC)=C(Cl)C2=C1C(=O)[C@]1(O2)[C@H](C)CC(=O)C=C1OC	not_ligand
	OCC(CO)(CO)[N+]([O-])=O	not_ligand
	CC(=O)OC[C@H]1O[C@@](COC(C)=O)(O[C@H]2O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]2OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O	not_ligand
	CN(C(=O)CN(CCO)CC(=O)N(C)C(C)(C)CC1=CC=CC=C1)C(C)(C)CC1=CC=CC=C1	not_ligand
	CC(C)(CO)CO	not_ligand
	O=S1(=O)CCCC1	not_ligand
	OCC(CO)(CO)COCC(CO)(CO)CO	not_ligand
	CC(C)=CCCC(C)(OC(=O)C1=CC=CC=C1)C=C	not_ligand
	CC(C)COP(=O)(OCC(C)C)OCC(C)C	not_ligand
	BrCC(Br)COP(=O)(OCC(Br)CBr)OCC(Br)CBr	ligand
	CCCCOP(=O)(OCCCC)OCCCC	not_ligand
	[Na+].OC(CCl)CS([O-])(=O)=O	not_ligand
	CC1(CCCCC1)C(=O)NC1=C(Cl)C(Cl)=C(O)C=C1	not_ligand
	C[N+]([O-])(CCCl)CCCl	not_ligand
	CC(C)CC(C)(O)C#CC(C)(O)CC(C)C	not_ligand
	[Na+].CCCCC(CC)COS([O-])(=O)=O	not_ligand
	CC(=C)C#N	not_ligand
	C[C@H]1COC2=C(C(F)=CC3=C2N1C=C(C(O)=O)C3=O)C1(N)CC1	not_ligand
	NC(=O)NO	not_ligand
	[K+].CC([O-])=O	not_ligand
	[Na+].CC([O-])=O	not_ligand
	[Cl-].[Cl-].C1C=CC=C1[Ti++]C1=CC=CC1	not_ligand
	[Cr++].[CH-]1C=CC=C1.[CH-]1C=CC=C1	not_ligand
	[Ni++].[CH-]1C=CC=C1.[CH-]1C=CC=C1	not_ligand
	CC(=O)C(O)=O	not_ligand
	ClC(Cl)=C(Cl)Cl	not_ligand
	CN(C)C(C)=O	not_ligand
	[Na+].CC(Cl)(Cl)C([O-])=O	not_ligand
	COC(=O)[C@]1(C)CCC[C@]2(C)[C@H]3CCC(=CC3=CC[C@@H]12)C(C)C	not_ligand
	N[C@H]1CN(CC11CC1)C1=C(Cl)C2=C(C=C1F)C(=O)C(=CN2C1C[C@H]1F)C(O)=O	not_ligand
	CNC1CCCN(C1)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1OC)C(O)=O	not_ligand
	C(CC1=CC2=C(OCO2)C=C1)N1CCC[C@H](C1)OC(C1=CC=CC=C1)C1=CC=CC=C1	not_ligand
	OC(=O)\C=C\C(O)=O.C(CC1=CC2=C(OCO2)C=C1)N1CCC[C@@H](C1)OC(C1=CC=CC=C1)C1=CC=CC=C1	not_ligand
	C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO	not_ligand
	[Na+].CC(C)COC(=O)CC(C(=O)OCC(C)C)S([O-])(=O)=O	not_ligand
	CC(=O)\C=C\C1C(C)=CCCC1(C)C	not_ligand
	CC(=O)OC\C=C(/C)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C	not_ligand
	CN1C(=O)OC(C)(C)C1=O	not_ligand
	CC(=O)C(\C)=C\C1C(C)=CCCC1(C)C	not_ligand
	FC1=CC=C(C=C1)N1CCN(CCCN2C3=CC=CC4=C3C(=CC=C4)S2(=O)=O)CC1	not_ligand
	O=S(=O)(C1=CC=CC=C1)C1=CC=CC=C1	not_ligand
	[Na+].[O-][N+](=O)C1=CC(=CC=C1)S([O-])(=O)=O	not_ligand
	CC1=NOC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1C	not_ligand
	COC1=CC=C(C=C1)C(O)(C1CC1)C1=CN=CN=C1	not_ligand
	NC1=CC=C(C=C1)S(=O)(=O)NC(=O)C1=CC=CC=C1	not_ligand
	[Co++].[CH-]1C=CC=C1.[CH-]1C=CC=C1	not_ligand
	NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=C1	not_ligand
	CC1=CC=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=N1	not_ligand
	[Na+].NC1=CC=C(C=C1)[As](O)([O-])=O	not_ligand
	CC1(C)C2CC1C(=C)CC2	not_ligand
	CCOC(=O)C1=C2CN(C)C(=O)C3=C(C=CC=C3I)N2C=N1	not_ligand
	[Na+].CN(C)C([S-])=S	not_ligand
	ClN1C(=O)CCC1=O	not_ligand
	CCC(CC)(CC(=O)NC1=CC=CC(\C=C\C2=NC(=CS2)C2CCC2)=C1)C(O)=O	ligand
	CC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C	not_ligand
	CC(C)(C)C1=CC=CC(=C1O)C(C)(C)C	not_ligand
	[Cl-].CCCCCCCCCCCCCCCCCCNC(=O)OC1CCN(CC1)C(=O)OC[C@H](COC(=O)N(CC1=[N+](CC)C=CC=C1)C(=O)C1=CC=CC=C1OC)OC	not_ligand
	[Na+].O=C1[N-]S(=O)(=O)C2=CC=CC=C12	not_ligand
	COC1=CC=C2[C@H](OC(=O)C2=C1OC)[C@@H]1N(C)CCC2=C1C(OC)=C1OCOC1=C2	not_ligand
	CCOC(=O)C(Cl)CC1=C(Cl)C=C(F)C(=C1)N1N=C(C)N(C(F)F)C1=O	not_ligand
	COC1=C(C)C2=C(C(=O)OC2)C(O)=C1C\C=C(/C)CCC(=O)OCCN1CCOCC1	ligand
	NC1=CC=C(N)C2=C1C(=O)C1=CC=CC=C1C2=O	not_ligand
	C1=CC2=C3C(C=CC4=CC=CC(C=C2)=C34)=C1	not_ligand
	CN1CCC(CC1)=C1C2=C(C=CC=C2)C=CC2=C1C=CC=C2	not_ligand
	[Na+].CC(=O)CC(C1=CC=CC=C1)C1=C([O-])C2=CC=CC=C2OC1=O	not_ligand
	O[C@@H]([C@H](O)C(O)=O)C(O)=O.CCN(C)C(=O)OC1=CC(=CC=C1)[C@H](C)N(C)C	not_ligand
	Cl[Zr](Cl)(C1C=CC=C1)C1=CC=CC1	not_ligand
	CC1=CC=C2C(=O)C3=C(C=CC=C3)C(=O)C2=C1[N+]([O-])=O	ligand
	[Na+].CCN(CC)C1=CC=C(C=C1)C(=C1C=CC(C=C1)=[N+](CC)CC)C1=CC=C(C=C1S([O-])(=O)=O)S([O-])(=O)=O	not_ligand
	CCCCC1C(=O)N(N(C1=O)C1=CC=C(O)C=C1)C1=CC=CC=C1	not_ligand
	Cl.O=C1[C@H]2CCCC[C@H]2C(=O)N1CCCCN1CCN(CC1)C1=NSC2=C1C=CC=C2	not_ligand
	CO[C@@H]1[C@@H](CC[C@]2(CO2)[C@H]1[C@@]1(C)O[C@@H]1CC=C(C)C)OC(=O)NC(=O)CCl	not_ligand
	Cl.CC1=C(C[C@H]2CCC3=C(C)C4=C(C=CC=C4)N3C2=O)N=CN1	ligand
	C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)CC1=C3C=CC(O)=C1	not_ligand
	CC1=CC=NC2=C1NC(=O)C1=CC=CN=C1N2C1CC1	not_ligand
	CCOC(=O)COC1=C(Cl)C=C(F)C(=C1)C1=NN(C)C(OC(F)F)=C1Cl	not_ligand
	ClC1=CC=CC(N2CCN(CCCCOC3=CC=C4CCC(=O)NC4=C3)CC2)=C1Cl	ligand
	CN(C)C1=CC=C(C=C1)C(C1=CC=CC=C1)C1=CC=C(C=C1)N(C)C	not_ligand
	Cl.CCN1CCCC(C1)OC(=O)C(C1=CC=CC=C1)C1=CC=CC=C1	not_ligand
	CN1N(C(=O)C(I)=C1C)C1=CC=CC=C1	not_ligand
	CCCCN(N=O)C(=N)N[N+]([O-])=O	not_ligand
	ClCCN(N=O)C(=O)NC1CCCCC1	not_ligand
	ClC1=CC(Cl)=C(C=C1)C(Cl)(Cl)Cl	not_ligand
	ClC1=CC=C(C=C1Cl)C(Cl)(Cl)Cl	not_ligand
	[Na+].[O-]S(=O)(=O)C1=CC=CC2=C1C=CC=C2	not_ligand
	OC1=CC=C(Cl)C2=CC=CN=C12	not_ligand
	CC1=C(C2=C(C=C1)N=C(S2)C1=CC=C(N)C=C1)S(O)(=O)=O	not_ligand
	OCCCCCCCCC=C	not_ligand
	ClC1=C2NC3=C4C(=O)C5=C(C=CC=C5)C(=O)C4=CC(Cl)=C3NC2=C2C(=O)C3=C(C=CC=C3)C(=O)C2=C1	not_ligand
	OC1=CC=CC(=C1)C(=O)C1=CC=CC=C1	not_ligand
	OC1=C2N=CC=CC2=C(Cl)C=C1I	ligand
	ClC1=C(C=CC=C1)C1=C(Cl)C=CC=C1	not_ligand
	[As]#[In]	not_ligand
	CC(=O)OC1=CC=C(C=C1)C(C)=O	not_ligand
	CC(=O)OC[C@H]1O[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O	not_ligand
	CC1(CO)CN(NC1=O)C1=CC=CC=C1	not_ligand
	C=CC(=O)OCCCCCCOC(=O)C=C	ligand
	Cl.CSC1=CC2=C(SC3=C(C=CC=C3)N2CCC2CCCCN2C)C=C1	not_ligand
	O=[Cd]	not_ligand
	Cl.CN1C(=O)C=C(NCCN(CCO)CCCC2=CC=C(C=C2)[N+]([O-])=O)N(C)C1=O	not_ligand
	Cl.CCN[C@H]1C[C@H](C)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O	not_ligand
	CCOP(=S)(OCC)SCSC(C)(C)C	not_ligand
	CCCCCOC1=C(C=CC=C1)C(=C/SC)\N1C=CN=C1	not_ligand
	CCC(=O)OC1=CC=C(C=C1)C(\CC)=C(/CC)C1=CC=C(OC(=O)CC)C=C1	not_ligand
	CCN(CC)C(=O)C(=C\C1=CC(=C(O)C(O)=C1)[N+]([O-])=O)\C#N	not_ligand
	COC1=CC=C2N=CC=C([C@@H](O)[C@@H]3C[C@@H]4CC[N@]3C[C@@H]4C=C)C2=C1	not_ligand
	O.C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C(Cl)=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO	not_ligand
	[Na+].[O-]S(=O)(=O)C1=CC2=C(C=C1)C(=O)C1=C(C=CC=C1)C2=O	not_ligand
	ClC1=CC2=C(C=C1)C(=O)C1=C(C=CC=C1)C2=O	not_ligand
	COC(=O)C1=C(C=CC=C1)C(=O)OC	not_ligand
	CNC(=O)N(C1=CC=CC=C1)C1=CC=CC=C1	not_ligand
	CCCOC(=O)C1=C(C=CC=C1)C(=O)OCCC	not_ligand
	C=CCOC(=O)C1=C(C=CC=C1)C(=O)OCC=C	not_ligand
	CCCCCOC(=O)C1=C(C=CC=C1)C(=O)OCCCCC	not_ligand
	O=[Mo](=O)=O	not_ligand
	FC1(F)OC2=CC=CC(=C2O1)C1=CNC=C1C#N	not_ligand
	COC1=CC=C(C(=O)C2=C(O)C=CC=C2)C(O)=C1	not_ligand
	COC1=CC=C(C(=O)C2=CC=C(OC)C=C2O)C(O)=C1	not_ligand
	OC1=CC(O)=C(C=C1)C(=O)C1=CC=C(O)C=C1O	not_ligand
	OC1=CC=C(C(=O)C2=CC=CC=C2)C(O)=C1	not_ligand
	COC1=CC=C(C(=O)C2=CC=CC=C2)C(O)=C1	not_ligand
	CCC(C)(OC(=O)C1=C(C=CC=C1)C(O)=O)C#C	not_ligand
	Cl.CCC(=O)N(C1CCN(CCC2=CC=CS2)CC1C)C1=CC=CC=C1	not_ligand
	CCCCOC(=O)C1=C(C=CC=C1)C(O)=O	not_ligand
	CC(=O)C1=CC(=CC2=C1CCC2(C)C)C(C)(C)C	not_ligand
	CCN(CC)C(=O)C(Cl)=C(C)OP(=O)(OC)OC	not_ligand
	Cl.Cl.COC1=C(OC)C(OC)=C(CN2CCNCC2)C=C1	not_ligand
	Cl.CN1CC[C@@H]([C@H](O)C1)C1=C2OC(=CC(=O)C2=C(O)C=C1O)C1=C(Cl)C=CC=C1	ligand
	CC1(OC(=O)N(NC2=CC=CC=C2)C1=O)C1=CC=C(OC2=CC=CC=C2)C=C1	ligand
	OC1=C(Br)C=C(\C=N\OC2=C(C=C(C=C2)[N+]([O-])=O)[N+]([O-])=O)C=C1Br	ligand
	CO\C=C(\C(=O)OC)C1=CC=CC=C1OC1=CC(OC2=CC=CC=C2C#N)=NC=N1	ligand
	OC(=O)\C=C/C(O)=O.CN1CCC(CC1)=C1C2=CC=CC=C2SC2=CC=CC=C12	not_ligand
	OC1=C(C=C(C=C1C1CCCCC1)[N+]([O-])=O)[N+]([O-])=O	ligand
	N[C@@H](CSCCCO)C(O)=O	not_ligand
	CCCSP(=O)(OCC)SCCC	not_ligand
	CC1(C)CCC(=CC2=CC=C(Cl)C=C2)C1(O)CN1C=NC=N1	not_ligand
	[Na+].CC1=CC=C(N=NC2=C(O)C=CC(N=NC3=CC=C(C=C3)S([O-])(=O)=O)=C2O)C(C)=C1	not_ligand
	Cl.CN1CCC(CC1)OC(C1=CC=CC=C1)C1=CC=CC=C1	not_ligand
	COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC\C=C\C1=CC=CC=C1	ligand
	[O-]C(=O)\C=C/C([O-])=O.C[NH+](C)CCC(C1=CC=CC=C1)C1=CC=CC=[NH+]1	not_ligand
	[Ca++].CCCCCCCC\C=C\C([O-])=O.CCCCCCCC\C=C\C([O-])=O	not_ligand
	CCN1C2=C(C=CC=C2)C2=C1C=CC(N)=C2	not_ligand
	CN1CCN(CC1)C1=NC2=C(NC3=C1C=C(C)S3)C=CC=C2	not_ligand
	CC(C)CCCC(C)(C)O	not_ligand
	OC1=C(C=CC2=C1C=CC=C2)C(=O)OC1=CC=CC=C1	not_ligand
	CC(C)NC(=O)C1=CC=C(C=O)C=C1	not_ligand
	OC(=O)C1=C2C=CC=CC2=NC(=C1)C1=CC=CC=C1	not_ligand
	O1C2=CC=CC=C2C2=C1C=CC=C2	not_ligand
	S1C2=C(C=CC=C2)C2=C1C=CC=C2	not_ligand
	OC(=O)C1=C(C=CC=C1)C(=O)NC1=CC=CC2=C1C=CC=C2	not_ligand
	Cl.CN(C)CCCOC1=NN(CC2=CC=CC=C2)C2=C1C=CC=C2	not_ligand
	CCN1CCN(CC1)C1=NC2=C(CCCCCC2)C(=C1)C1=CC=C(F)C=C1	not_ligand
	Cl.COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)(C)CN(C)CCC(C1=CC=CC=C1)C1=CC=CC=C1	not_ligand
	Cl.CN1C=C(C(=O)[C@@H]2CCC3=C(C2)N=CN3)C2=C1C=CC=C2	not_ligand
	CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(O)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(\C=N\N1CCN(C)CC1)=C2O	not_ligand
	[K+].CC1(C)S[C@@H]2[C@H](NC(=O)COC3=CC=CC=C3)C(=O)N2[C@H]1C([O-])=O	not_ligand
	OC(=O)\C=C\C(O)=O.C[C@H]1[C@@H]2CC3=C(C=C(O)C=C3)[C@@]1(C)CCN2C.C[C@H]1[C@@H]2CC3=C(C=C(O)C=C3)[C@@]1(C)CCN2C	not_ligand
	CCN(CCC#N)C1=CC=C(C=C1)N=NC1=C(Cl)C=C(C=C1Cl)[N+]([O-])=O	not_ligand
	ClC(Cl)(Cl)SN1C(=O)C2CC=CCC2C1=O	ligand
	ClC(Cl)(Cl)SN1C(=O)C2=C(C=CC=C2)C1=O	ligand
	Br.NC(=O)C([C@@H]1CCN(CCC2=CC3=C(OCC3)C=C2)C1)(C1=CC=CC=C1)C1=CC=CC=C1	not_ligand
	[Na+].NC1=CC=C(C([O-])=O)C(O)=C1	not_ligand
	[I-].CCCC[N+]1=CC=CC=C1C	not_ligand
	CC(C)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F	not_ligand
	NC1=CC(O)=C(C=C1)C(=O)OC1=CC=CC=C1	not_ligand
	NC1=CC=CC=C1C(=O)OCCC1=CC=CC=C1	not_ligand
	O.O.FB(F)F	not_ligand
	CCCC[Sn](CCCC)(CCCC)OC(=O)C=C	ligand
	OC(=O)CCCC1=CNC2=C1C=CC=C2	not_ligand
	OC(C(O)C(O)=O)C(O)=O	not_ligand
	COC1=CC(CC#N)=CC(OC)=C1OC	not_ligand
	COC1=C(OCCCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C=CC(=C1)C(C)=O	not_ligand
	OC1=C(C=C(Cl)C=C1)C1CCCC1	not_ligand
	CC1=CC(O)=C(Cl)C(C)=C1Cl	not_ligand
	CC1=C2O[Hg]C2=C(C=C1)[N+]([O-])=O	not_ligand
	CON(C)C(=O)NC1=CC(Cl)=C(Br)C=C1	not_ligand
	CCCCNCC	not_ligand
	[Na+].CC(C)CP([S-])(=S)CC(C)C	not_ligand
	CCCCC(CC)COC(=O)CC#N	not_ligand
	NS(=O)(=O)C1=C(Cl)C=C2NC(NS(=O)(=O)C2=C1)C(Cl)Cl	not_ligand
	CC(C)=CCCC(C)=CC=NO	not_ligand
	O=C1CC2CC1C1CCCC21	not_ligand
	CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@@H](O)[C@H]1OC[C@H](O)[C@H]1O	not_ligand
	FC1=CC=C(C=C1)C1(CN2C=NC=N2)OC1C1=C(Cl)C=CC=C1	not_ligand
	NC1=C(Cl)C(=CC(Cl)=C1)C(O)=O	not_ligand
	O[C@@H]1[C@H](CC2=CC=CC(=C2)C(O)=O)COC2=C1C=C(OCC1=NC3=C(S1)C=CC(F)=C3)C=C2	not_ligand
	CCC(C(=O)NC(=O)NC(C)=O)C1=CC=CC=C1	not_ligand
	[Na+].OC[C@H](O)[C@H]1OC(=O)C(O)=C1[O-]	not_ligand
	CC(C)C1CCC(C)CC1OC(=O)C1=C(N)C=CC=C1	not_ligand
	O.[Na+].CC1=C(C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C([O-])=O)C(=NO1)C1=C(Cl)C=CC=C1Cl	not_ligand
	COC(=O)C1=C(N)C=CC=C1	not_ligand
	Cl.CNCC1=CC=CC=C1	not_ligand
	Cl.COC1=C(N)C=CC=C1	not_ligand
	OC1=CC=CC2=C1N=CC=C2.OC(=O)CC(O)(CC(O)=O)C(O)=O	not_ligand
	CC1=CC=C(C=C1)C(=O)C1=CC(O)=C(O)C(=C1)[N+]([O-])=O	ligand
	OS(O)(=O)=O.OC1=C2N=CC=CC2=CC=C1.OC1=C2N=CC=CC2=CC=C1	not_ligand
	NC1=CC=CC2=C1C=CC=C2	not_ligand
	CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2OC(=O)CC)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O	not_ligand
	O.O.O.O.O.O.[Mg++].[O-][N+]([O-])=O.[O-][N+]([O-])=O	not_ligand
	CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC(O)=O)C1=CC=C(F)C=C1)C1=CC=CC=C1	not_ligand
	[Ca++].CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC([O-])=O)C1=CC=C(F)C=C1)C1=CC=CC=C1.CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC([O-])=O)C1=CC=C(F)C=C1)C1=CC=CC=C1	ligand
	Cl[Au](Cl)Cl	not_ligand
	CCOC(=O)C1=CN2N=C(OP(=S)(OCC)OCC)C=C2N=C1C	not_ligand
	CN1C(=O)N(C(=O)C=C1C(F)(F)F)C1=CC(C(=O)OC(C)(C)C(=O)OCC=C)=C(Cl)C=C1	not_ligand
	CCN(CC)C(=O)C1=CC=CC(C)=C1	not_ligand
	[O-][N+]1=CC=CC=C1S[Zn]SC1=CC=CC=[N+]1[O-]	ligand
	CC1=CCC2C(C1)C2(C)C	not_ligand
	NC1=NC(=O)N(C=C1)[C@H]1CS[C@@H](CO)O1	not_ligand
	CCC(C)(\N=N\C(C)(CC)C#N)C#N	not_ligand
	OC1=C(Br)C2=C(C=C1Br)C1(OC(=O)C3=C1C(Cl)=C(Cl)C(Cl)=C3Cl)C1=C(O2)C(Br)=C(O)C(Br)=C1	ligand
	Cl.CCN(CC)C(C)C(=O)C1=CC=CC=C1	not_ligand
	O=C(C(=O)C1=CC=CC=C1)C1=CC=CC=C1	not_ligand
	CCCCCC=CCC(=O)OC	not_ligand
	CC1=CC=C(C=C1)C(=O)C1=CC=CC=C1	not_ligand
	CC(C)(C)NC[C@H](O)C1=CC=C(O)C=C1Cl	not_ligand
	CC(C)(C)C1CCCCC1O	not_ligand
	CC1CC(C)C(=O)C1=O	not_ligand
	OS(O)(=O)=O.COC(=O)[C@@H](N1CCC2=C(C1)C=CS2)C1=CC=CC=C1Cl	not_ligand
	CC1=CC=CC(=C1C(O)=O)[N+]([O-])=O	not_ligand
	CN1C(CCl)NC2=CC(Cl)=C(C=C2S1(=O)=O)S(N)(=O)=O	not_ligand
	NC(=O)N1C(=O)C(C(=O)C2=CC(Cl)=CS2)C2=C1C=C(Cl)C(F)=C2	ligand
	NS(=O)(=O)C1=C(C=C2NCNS(=O)(=O)C2=C1)C(F)(F)F	not_ligand
	CSC(=O)C1=CC=CC2=C1SN=N2	not_ligand
	Cl.COC1=CC(CCC2=CC=CC=C2OCC(CN(C)C)OC(=O)CCC(O)=O)=CC=C1	not_ligand
	OC1=CC2=C(C=CC=C2)C=C1	not_ligand
	[NH4+].[O-]N(N=O)C1=CC=CC=C1	not_ligand
	O.O.O.O.O.O.O.O.Cl[Zr](Cl)=O	not_ligand
	CC(C)NCC(O)COC1=C2C=CNC2=CC=C1	not_ligand
	Cl.CN(C)CCN(CC1=CC=CS1)C1=NC=CC=C1	not_ligand
	CN(CC1=CN=C(Cl)C=C1)C(\C)=N\C#N	not_ligand
	CC(C)(C)C(=O)CCl	not_ligand
	[Na+].[Na+].OC1=CC2=C(C=C(C=C2)S([O-])(=O)=O)C=C1S([O-])(=O)=O	not_ligand
	O=C(NC1=CC=CC=C1SSC1=C(NC(=O)C2=CC=CC=C2)C=CC=C1)C1=CC=CC=C1	not_ligand
	COC1=CC=CC=C1NC(=O)C1=CC2=C(C=CC=C2)C=C1O	ligand
	OC1=CC2=C(C=CC=C2)C=C1C(=O)NC1=CC=CC(=C1)[N+]([O-])=O	not_ligand
	Cl.O=C1N(C[C@H]2CCCC3=C2C1=CC=C3)[C@@H]1CN2CCC1CC2	not_ligand
	[Na+].OC1=CC2=C(C=C1)C=C(C=C2)S([O-])(=O)=O	not_ligand
	COC1=CC=C(OC)C(OC)=C1	not_ligand
	CC(C)C1=CC2=CC=CN=C2C=C1	not_ligand
	N(C1=CC=CC=C1)C1=CC=C2C=CC=CC2=C1	not_ligand
	CCOP(=S)(OCC)OC1=CN=C2C=CC=CC2=N1	not_ligand
	[Na+].CCCCC1=NC2=C(N=CC=C2)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=N[N-]1	ligand
	CC(=O)C1=CC=C(Cl)C(Cl)=C1Cl	not_ligand
	CCCC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C)C(=O)CO	not_ligand
	Cl.CN(C)[C@H]1[C@@H]2C[C@@H]3CC4=C(C(O)=CC=C4N(C)C)C(=O)C3=C(O)[C@]2(O)C(=O)C(C(N)=O)=C1O	not_ligand
	[Zn++].CCCCN(CCCC)C([S-])=S.CCCCN(CCCC)C([S-])=S	ligand
	[Na+].CCCCN(CCCC)C([S-])=S	not_ligand
	[Na+].[O-]C1=C(Cl)C=C(Cl)C(Cl)=C1	not_ligand
	N(N=NC1=CC=CC=C1)C1=CC=CC=C1	not_ligand
	Cl.CC(NCCC(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1	not_ligand
	OC(=O)CN1C(=CC2=CC=CC=C12)C(=O)NC1=NC(=CS1)C1=C(Cl)C=CC=C1	not_ligand
	Cl.NC1=CC=C(N=NC2=CC=CC=C2)C(N)=N1	not_ligand
	Cl.CNCC[C@H](OC1=C2C=CC=CC2=CC=C1)C1=CC=CS1	not_ligand
	NC1=CC=C(C=C1)C(=O)OCC(O)CO	not_ligand
	CCCOC(=O)C1=CC=C(N=C1)C(=O)OCCC	not_ligand
	Cl.CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C	not_ligand
	C[C@]12CC[C@H]3[C@@H](CC[C@@]45O[C@@H]4C(O)=C(C[C@]35C)C#N)[C@@H]1CC[C@@H]2O	not_ligand
	[Ca++].CCCCC(CC)C([O-])=O.CCCCC(CC)C([O-])=O	not_ligand
	CC(C)NCC(O)COC1=C(CC=C)C=CC=C1	not_ligand
	CCCCOC(=O)C1=CC=CC=C1	not_ligand
	CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl	not_ligand
	ClCC(CCl)OP(=O)(OC(CCl)CCl)OC(CCl)CCl	not_ligand
	O=C1C=CC(=O)N1C1=CC=C(CC2=CC=C(C=C2)N2C(=O)C=CC2=O)C=C1	not_ligand
	CCCCCCC1=C(O)C=C(O)C=C1	ligand
